Year,Region,Value
2015,,
2016,,121.0
2017,,167.0
2018,,112.0
2019,,10.0
2020,,41.0
2015,Donetsk,
2016,14_reg_ Donetsk,
2017,Donetsk,
2018,14_reg_ Donetsk,
2019,Donetsk,
2020,21_reg_Donetsk,18.0
2015,Luhansk,
2016,Luhansk,
2017,Luhansk,
2018,Luhansk,
2019,Luhansk,
2020,Luhansk,23.0
